CustNum,Total,0,1,2,3,4,5,6,7,8,9
936195607.000,64,0.000,0.000,0.016,0.000,0.062,0.000,0.000,0.047,0.516,0.359
936204608.000,66,0.061,0.000,0.015,0.000,0.045,0.000,0.000,0.015,0.106,0.758
936255795.000,116,0.017,0.000,0.017,0.009,0.026,0.034,0.017,0.009,0.457,0.414
936307755.000,85,0.000,0.000,0.012,0.000,0.012,0.000,0.859,0.082,0.024,0.012
936340213.000,84,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.405,0.595
936710888.000,81,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.370,0.617
936770066.000,85,0.012,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.318,0.600
936935807.000,83,0.000,0.000,0.000,0.000,0.169,0.000,0.000,0.036,0.265,0.530
937016119.000,53,0.000,0.019,0.000,0.000,0.226,0.000,0.000,0.019,0.302,0.434
937017074.000,72,0.000,0.014,0.056,0.000,0.167,0.028,0.083,0.417,0.028,0.208
937028188.000,122,0.000,0.000,0.016,0.000,0.057,0.000,0.000,0.008,0.393,0.525
937040891.000,117,0.009,0.000,0.026,0.000,0.094,0.009,0.077,0.043,0.291,0.453
937061837.000,70,0.000,0.000,0.000,0.000,0.057,0.029,0.000,0.000,0.429,0.486
937079051.000,102,0.000,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.333,0.618
937095052.000,62,0.016,0.000,0.000,0.000,0.032,0.000,0.032,0.000,0.290,0.629
937188138.000,68,0.000,0.000,0.015,0.000,0.397,0.015,0.000,0.221,0.132,0.221
937461789.000,78,0.000,0.000,0.013,0.000,0.038,0.013,0.000,0.000,0.756,0.179
937462366.000,74,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.338,0.622
937748913.000,81,0.049,0.086,0.099,0.037,0.309,0.000,0.000,0.000,0.284,0.136
937838924.000,68,0.000,0.000,0.000,0.000,0.206,0.000,0.000,0.000,0.250,0.544
937894669.000,77,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.506,0.429
937919523.000,59,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.644,0.305
937931061.000,64,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.406,0.578
937939784.000,52,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.058,0.288,0.615
937944525.000,66,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.061,0.258,0.667
938116877.000,181,0.000,0.000,0.011,0.000,0.011,0.000,0.006,0.022,0.337,0.613
938122621.000,157,0.000,0.000,0.019,0.000,0.032,0.363,0.083,0.497,0.000,0.006
938267687.000,69,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.464,0.522
938730590.000,53,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.189,0.792
938986006.000,166,0.090,0.006,0.000,0.416,0.133,0.042,0.054,0.127,0.048,0.084
939033627.000,76,0.000,0.000,0.013,0.000,0.000,0.000,0.921,0.066,0.000,0.000
939064595.000,75,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.240,0.747
939253242.000,83,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.024,0.337,0.602
939287976.000,91,0.066,0.000,0.011,0.000,0.440,0.022,0.088,0.165,0.099,0.110
939296242.000,85,0.000,0.000,0.082,0.000,0.176,0.000,0.412,0.106,0.188,0.035
939470165.000,102,0.000,0.000,0.010,0.000,0.000,0.020,0.010,0.049,0.480,0.431
939488166.000,65,0.000,0.000,0.031,0.000,0.000,0.800,0.077,0.015,0.000,0.077
939496698.000,71,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.901
939501177.000,64,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.156,0.719
939513030.000,59,0.000,0.017,0.000,0.000,0.102,0.034,0.000,0.000,0.661,0.186
939540135.000,85,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.200,0.765
939606328.000,188,0.096,0.005,0.032,0.037,0.197,0.011,0.144,0.181,0.255,0.043
939664656.000,72,0.000,0.014,0.139,0.014,0.042,0.042,0.569,0.083,0.083,0.014
939682881.000,59,0.000,0.000,0.034,0.000,0.136,0.000,0.000,0.000,0.288,0.542
939720097.000,235,0.034,0.021,0.055,0.000,0.136,0.140,0.145,0.281,0.111,0.077
939796625.000,53,0.000,0.000,0.000,0.000,0.019,0.000,0.019,0.075,0.264,0.623
939828342.000,97,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.557,0.433
939861800.000,60,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.883,0.117
939913861.000,72,0.000,0.000,0.083,0.014,0.264,0.417,0.069,0.153,0.000,0.000
939945932.000,67,0.000,0.000,0.000,0.000,0.015,0.015,0.030,0.075,0.552,0.313
939949985.000,121,0.000,0.000,0.050,0.000,0.306,0.000,0.008,0.008,0.298,0.331
939979293.000,55,0.000,0.000,0.145,0.000,0.036,0.055,0.691,0.018,0.000,0.055
952031903.000,54,0.000,0.000,0.000,0.000,0.074,0.000,0.000,0.000,0.426,0.500
952057956.000,87,0.000,0.000,0.011,0.000,0.092,0.011,0.057,0.161,0.322,0.345
952487722.000,58,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.414,0.569
952600589.000,56,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.054,0.357,0.518
952621622.000,87,0.000,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.299,0.678
952633728.000,104,0.000,0.000,0.010,0.000,0.183,0.000,0.000,0.087,0.385,0.337
952661243.000,65,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.108,0.892
952720303.000,107,0.000,0.028,0.009,0.000,0.084,0.000,0.019,0.056,0.477,0.327
952805851.000,76,0.026,0.000,0.026,0.026,0.132,0.000,0.000,0.000,0.237,0.553
952885078.000,79,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.013,0.532,0.443
952925636.000,78,0.000,0.141,0.026,0.038,0.077,0.000,0.000,0.000,0.231,0.487
952985835.000,77,0.000,0.000,0.013,0.000,0.052,0.000,0.000,0.026,0.558,0.351
953212525.000,68,0.000,0.000,0.000,0.000,0.088,0.000,0.000,0.000,0.265,0.647
953258100.000,68,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.250,0.368,0.368
953316066.000,78,0.000,0.000,0.000,0.000,0.115,0.000,0.000,0.000,0.359,0.526
953376180.000,51,0.020,0.000,0.020,0.098,0.059,0.000,0.039,0.000,0.137,0.627
953532098.000,106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.764,0.236
954030071.000,98,0.000,0.000,0.020,0.000,0.031,0.041,0.000,0.000,0.510,0.398
955199666.000,56,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.036,0.321,0.625
955266063.000,73,0.000,0.000,0.000,0.000,0.699,0.000,0.000,0.014,0.151,0.137
955408105.000,60,0.000,0.000,0.117,0.000,0.467,0.033,0.050,0.217,0.100,0.017
955458123.000,79,0.000,0.000,0.000,0.000,0.127,0.000,0.000,0.013,0.633,0.228
955493033.000,83,0.000,0.000,0.096,0.048,0.133,0.000,0.012,0.578,0.000,0.133
955599269.000,52,0.000,0.000,0.038,0.000,0.135,0.000,0.000,0.000,0.481,0.346
955908210.000,52,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.019,0.442,0.538
955997166.000,52,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.308,0.692
956000109.000,77,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.039,0.364,0.545
956314078.000,86,0.000,0.000,0.012,0.000,0.128,0.000,0.000,0.070,0.419,0.372
956333129.000,65,0.015,0.000,0.031,0.000,0.138,0.000,0.031,0.046,0.662,0.077
958065989.000,64,0.000,0.062,0.094,0.188,0.109,0.156,0.156,0.219,0.000,0.016
958066663.000,57,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.246,0.754
958077990.000,59,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.153,0.847
958081017.000,78,0.000,0.000,0.026,0.000,0.154,0.000,0.026,0.013,0.346,0.436
958166972.000,54,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.444,0.537
958500098.000,85,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.071,0.694,0.224
958783531.000,76,0.000,0.000,0.013,0.000,0.105,0.013,0.118,0.092,0.158,0.500
958865566.000,63,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.286,0.698
958901296.000,55,0.036,0.000,0.000,0.000,0.018,0.000,0.000,0.018,0.382,0.545
960605757.000,57,0.000,0.000,0.070,0.281,0.105,0.088,0.158,0.281,0.000,0.018
961068246.000,56,0.000,0.000,0.000,0.000,0.071,0.018,0.000,0.000,0.571,0.339
961161318.000,51,0.039,0.000,0.000,0.000,0.039,0.000,0.020,0.157,0.235,0.510
963283852.000,62,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.210,0.790
963336543.000,131,0.031,0.008,0.084,0.008,0.015,0.008,0.153,0.656,0.023,0.015
963362968.000,57,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.316,0.684
963987960.000,172,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.203,0.791
965727667.000,51,0.000,0.000,0.020,0.000,0.000,0.000,0.039,0.000,0.314,0.627
966020739.000,58,0.000,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.569,0.414
968003309.000,64,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.406,0.578
970240069.000,113,0.000,0.000,0.000,0.000,0.088,0.000,0.009,0.000,0.283,0.619
970458122.000,58,0.017,0.000,0.000,0.000,0.034,0.000,0.000,0.379,0.190,0.379
970688266.000,261,0.000,0.000,0.008,0.000,0.031,0.000,0.011,0.038,0.425,0.487
970724469.000,59,0.000,0.136,0.051,0.017,0.102,0.051,0.017,0.051,0.136,0.441
970806728.000,80,0.000,0.000,0.000,0.000,0.013,0.000,0.025,0.000,0.562,0.400
970970655.000,68,0.000,0.000,0.015,0.015,0.162,0.176,0.309,0.132,0.088,0.103
971327868.000,80,0.050,0.000,0.037,0.013,0.412,0.000,0.075,0.025,0.175,0.212
972234588.000,55,0.000,0.000,0.000,0.000,0.055,0.000,0.000,0.000,0.418,0.527
972248316.000,62,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.371,0.613
972280519.000,63,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.127,0.857
972310166.000,65,0.015,0.000,0.000,0.000,0.108,0.000,0.000,0.000,0.369,0.508
972333809.000,52,0.019,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.519,0.423
972616483.000,91,0.000,0.000,0.044,0.308,0.055,0.011,0.176,0.297,0.022,0.088
972806600.000,53,0.000,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.528,0.453
972832792.000,61,0.016,0.000,0.000,0.000,0.033,0.000,0.000,0.000,0.475,0.475
972907958.000,51,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.843,0.157
972910673.000,93,0.011,0.011,0.000,0.000,0.280,0.000,0.000,0.065,0.323,0.312
973321536.000,59,0.000,0.017,0.119,0.051,0.051,0.000,0.068,0.068,0.542,0.085
973698816.000,54,0.000,0.000,0.000,0.000,0.056,0.037,0.000,0.000,0.574,0.333
975005552.000,90,0.022,0.000,0.011,0.000,0.056,0.022,0.011,0.011,0.422,0.444
975505890.000,60,0.000,0.000,0.017,0.000,0.033,0.000,0.000,0.000,0.517,0.433
978142769.000,56,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.411,0.571
978203411.000,57,0.000,0.000,0.000,0.000,0.018,0.140,0.719,0.105,0.018,0.000
978221285.000,52,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.288,0.635
978232860.000,77,0.000,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.494,0.455
978370091.000,92,0.000,0.000,0.000,0.000,0.109,0.000,0.043,0.043,0.630,0.174
978544100.000,59,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
978635149.000,99,0.000,0.000,0.051,0.000,0.020,0.061,0.000,0.172,0.000,0.697
979008520.000,67,0.000,0.000,0.000,0.000,0.179,0.149,0.015,0.582,0.015,0.060
979222727.000,96,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.042,0.948
979758871.000,54,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.296,0.704
980301633.000,59,0.000,0.000,0.068,0.000,0.119,0.000,0.000,0.000,0.627,0.186
980757158.000,51,0.000,0.000,0.020,0.020,0.333,0.039,0.020,0.510,0.000,0.059
982623966.000,78,0.000,0.000,0.000,0.231,0.013,0.218,0.038,0.410,0.026,0.064
982689332.000,55,0.018,0.018,0.055,0.036,0.218,0.200,0.073,0.327,0.000,0.055
983302999.000,72,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.597,0.389
983441089.000,59,0.000,0.034,0.068,0.271,0.119,0.000,0.051,0.288,0.068,0.102
983504862.000,57,0.018,0.000,0.000,0.000,0.018,0.000,0.018,0.000,0.526,0.421
983569198.000,81,0.000,0.000,0.074,0.000,0.519,0.037,0.062,0.025,0.210,0.074
983624440.000,77,0.000,0.000,0.013,0.013,0.169,0.623,0.000,0.091,0.000,0.091
983800580.000,83,0.000,0.000,0.000,0.000,0.024,0.867,0.000,0.108,0.000,0.000
984160169.000,135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.585,0.385
985099938.000,91,0.000,0.011,0.033,0.011,0.319,0.011,0.044,0.022,0.011,0.538
985391727.000,166,0.000,0.000,0.229,0.036,0.054,0.048,0.319,0.199,0.000,0.114
985401125.000,99,0.000,0.000,0.263,0.000,0.051,0.081,0.424,0.071,0.000,0.111
985610234.000,59,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.322,0.678
986092867.000,71,0.014,0.000,0.042,0.000,0.113,0.042,0.042,0.113,0.535,0.099
987110033.000,119,0.000,0.000,0.017,0.000,0.227,0.126,0.025,0.529,0.000,0.076
987315360.000,163,0.000,0.006,0.086,0.000,0.552,0.043,0.153,0.135,0.006,0.018
987329931.000,73,0.055,0.027,0.082,0.000,0.137,0.000,0.027,0.137,0.384,0.151
987356101.000,72,0.000,0.000,0.000,0.000,0.042,0.000,0.000,0.028,0.444,0.486
987444576.000,52,0.000,0.000,0.038,0.019,0.308,0.000,0.019,0.058,0.558,0.000
987465892.000,78,0.000,0.000,0.000,0.000,0.064,0.000,0.000,0.000,0.385,0.551
987559516.000,71,0.000,0.000,0.042,0.014,0.239,0.225,0.352,0.056,0.000,0.070
987637703.000,60,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.433,0.567
987658829.000,65,0.000,0.015,0.062,0.000,0.123,0.000,0.015,0.046,0.431,0.308
987661228.000,196,0.020,0.000,0.020,0.056,0.464,0.102,0.066,0.128,0.036,0.107
987831932.000,63,0.016,0.000,0.016,0.000,0.032,0.000,0.016,0.000,0.286,0.635
987901127.000,51,0.000,0.000,0.000,0.000,0.235,0.000,0.078,0.020,0.039,0.627
987915656.000,74,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.027,0.270,0.703
987988019.000,57,0.000,0.000,0.000,0.000,0.018,0.000,0.912,0.035,0.000,0.035
988037274.000,54,0.000,0.000,0.148,0.000,0.000,0.037,0.519,0.241,0.019,0.037
988056027.000,95,0.011,0.000,0.032,0.000,0.042,0.000,0.021,0.021,0.284,0.589
988146149.000,97,0.000,0.010,0.041,0.021,0.093,0.165,0.000,0.093,0.031,0.546
988194951.000,77,0.000,0.078,0.026,0.000,0.506,0.026,0.013,0.169,0.117,0.065
988251235.000,62,0.000,0.000,0.000,0.000,0.145,0.000,0.000,0.000,0.726,0.129
988262114.000,91,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.044,0.352,0.582
988330682.000,60,0.017,0.000,0.067,0.000,0.033,0.000,0.000,0.000,0.033,0.850
988505996.000,57,0.000,0.000,0.000,0.000,0.140,0.000,0.000,0.000,0.579,0.281
988600699.000,51,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.412,0.588
988630035.000,62,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.016,0.419,0.548
988719311.000,221,0.014,0.000,0.000,0.000,0.081,0.000,0.063,0.000,0.769,0.072
988828574.000,73,0.027,0.027,0.027,0.014,0.507,0.000,0.123,0.027,0.247,0.000
988892172.000,76,0.000,0.000,0.053,0.000,0.026,0.000,0.066,0.000,0.671,0.184
989021758.000,53,0.000,0.000,0.019,0.000,0.075,0.000,0.038,0.075,0.377,0.415
989047838.000,70,0.000,0.000,0.000,0.000,0.429,0.000,0.000,0.000,0.214,0.357
989171217.000,52,0.038,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.192,0.731
989184271.000,84,0.000,0.000,0.000,0.012,0.179,0.167,0.024,0.036,0.012,0.571
989223114.000,56,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.000,0.554,0.411
989393482.000,60,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.283,0.717
989394355.000,57,0.000,0.000,0.000,0.000,0.140,0.000,0.000,0.000,0.439,0.421
989520210.000,53,0.000,0.000,0.000,0.000,0.038,0.000,0.019,0.000,0.321,0.623
989720496.000,53,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.887,0.113
989819199.000,66,0.000,0.000,0.030,0.318,0.273,0.000,0.106,0.152,0.000,0.121
989858854.000,84,0.000,0.024,0.012,0.000,0.155,0.583,0.036,0.179,0.012,0.000
